,CN1,CN2,CN3,CN4,CN5,CN6,CN7,CN8,CN9,CN10,CN11,CN12,CN13,CN14,CN15,CN16,CN17,CN18,CN19,CN20,CN21,CN22,CN23,CN24,CN25,% CN1,% CN2,% CN3,% CN4,% CN5,% CN6,% CN7,% CN8,% CN9,% CN10,% CN11,% CN12,% CN13,% CN14,% CN15,% CN16,% CN17,% CN18,% CN19,% CN20,% CN21,% CN22,% CN23,% CN24,Status
TCGA-C8-A1HN,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,201,105,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.365853658536587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.168067226890756,21.80531743369808,0.0,0.0,0.0,Cogain
TCGA-E2-A574,0,0,111,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0.0,0.0,32.26744186046512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.64909298804042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.442491472423272,0.0,0.0,0.0,0.0,Cogain
TCGA-D8-A1XB,24,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.489795918367346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-D8-A27R,0,49,0,0,30,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,34.26573426573427,0.0,0.0,16.923744526411298,0.0,32.95750130134683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-AO-A124,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.61904761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.514858408110943,0.0,0.0,0.0,0.0,Cogain
TCGA-C8-A3M8,20,0,0,0,0,0,0,0,55,0,22,0,0,0,0,0,0,0,0,0,33,0,0,0,0,15.384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.83068783068783,0.0,12.007730584681003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.90374304592057,0.0,0.0,0.0,Cogain
TCGA-A8-A06N,0,42,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,63.63636363636363,0.0,0.0,0.0,18.513323983169705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-A8-A06Z,0,32,0,0,0,42,0,0,33,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,16.161616161616163,0.0,0.0,0.0,19.611357419111403,0.0,0.0,14.116259674732795,36.709944520349794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-D8-A1JC,24,0,0,0,0,0,35,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.89763779527559,0.0,0.0,0.0,0.0,0.0,23.98942198715527,0.0,40.02659183523778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-BH-A0AU,0,42,0,0,32,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,30.656934306569344,0.0,0.0,19.086594975836995,0.0,33.736108684508736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-AR-A1AK,20,13,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.03703703703704,14.279902359641985,0.0,0.0,0.0,0.0,0.0,0.0,19.939812266004946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-E9-A1RH,0,28,0,0,0,0,55,0,0,0,53,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,16.374269005847953,0.0,0.0,0.0,0.0,29.353016447676413,0.0,0.0,0.0,24.45469655059444,14.511863493767242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-E2-A1IJ,31,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.36363636363637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.551020408163264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-AR-A2LK,6,16,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,16.216216216216218,30.066023362112748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.405153410189373,0.0,8.72529989046783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-EW-A1J5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-E2-A1IH,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,19,0.0,42.608695652173914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.820689655172416,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-EW-A1P5,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-E9-A228,29,0,0,0,0,0,61,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.95906432748538,0.0,0.0,0.0,0.0,0.0,32.453875112784296,0.0,36.7492036564171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-B6-A1KC,0,17,0,0,0,0,0,11,0,0,0,12,0,0,0,16,0,0,0,0,0,0,0,0,0,0.0,30.357142857142858,0.0,0.0,0.0,0.0,0.0,12.737799834574027,0.0,0.0,0.0,12.109598809024845,0.0,0.0,0.0,14.387901594732336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-BH-A0HU,14,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,36,0,0,0,0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.77483443708609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.77744573248826,0.0,0.0,0.0,Cogain
TCGA-E2-A1LK,0,44,0,0,0,0,0,25,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,48.35164835164835,0.0,0.0,0.0,0.0,0.0,17.94022553426386,0.0,0.0,13.986736540475803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-B6-A402,0,0,0,0,0,138,0,0,0,151,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,32.779097387173394,0.0,0.0,0.0,33.27610303547406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.1016508776532,0.0,0.0,0.0,0.0,Cogain
TCGA-E9-A54Y,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,43,0,0,0,52,0,0,53,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.26984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.662264559428447,0.0,0.0,0.0,16.886839344004926,0.0,0.0,16.316782252872336,Cogain
TCGA-D8-A27W,0,23,0,0,17,0,31,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0.0,24.731182795698924,0.0,0.0,14.439674856151246,0.0,23.454489552951802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.13651464568181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-MS-A51U,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,95,0,0,117,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,23.741007194244606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.48395403175814,0.0,0.0,35.11141529420038,0.0,0.0,0.0,0.0,Cogain
TCGA-AO-A03P,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.34726688102894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4339671702133,0.0,0.0,0.0,0.0,Cogain
TCGA-S3-A6ZH,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,158,0,0,76,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,24.271844660194176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.408745302531536,0.0,0.0,19.964243516445514,0.0,0.0,0.0,0.0,Cogain
TCGA-E2-A14W,34,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.565217391304348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.03007518796993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-AC-A3QQ,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,58.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.12676056338028,0.0,0.0,0.0,0.0,Cogain
TCGA-AR-A0U2,0,23,0,0,0,0,34,0,33,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0.0,18.548387096774192,0.0,0.0,0.0,0.0,23.851550124462545,0.0,19.831738251274043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.25682978673446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-BH-A1FJ,27,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.28571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.11290322580645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-S3-A6ZG,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,100,0,0,0,0,0,0.0,17.982456140350877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.368376007417446,35.542812948738316,0.0,0.0,0.0,0.0,Cogain
TCGA-A8-A09R,0,32,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0.0,34.78260869565217,0.0,0.0,0.0,0.0,22.08504801097394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.49560267685444,0.0,0.0,0.0,Cogain
TCGA-E9-A1R6,0,23,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0.0,18.69918699186992,0.0,48.69470422858455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.282034996650985,0.0,0.0,0.0,0.0,Cogain
TCGA-A2-A0D4,0,27,0,0,0,47,27,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20.610687022900763,0.0,0.0,0.0,31.000453149388246,14.785516357066813,0.0,0.0,0.0,0.0,15.197825802859304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-EW-A1PD,24,13,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.16883116883117,12.018249489734663,0.0,0.0,0.0,0.0,0.0,0.0,33.281447374226715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-A7-A2KD,0,42,0,0,0,0,72,0,0,0,50,0,0,0,0,0,0,0,52,59,0,0,0,0,0,0.0,15.272727272727273,0.0,0.0,0.0,0.0,24.804259317256502,0.0,0.0,0.0,15.869137426106606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.712527274521518,17.019624284679676,0.0,0.0,0.0,0.0,Cogain
TCGA-E9-A2JS,0,33,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,32,0,38,0,0,0,0,0,0.0,25.58139534883721,0.0,0.0,0.0,0.0,0.0,0.0,16.819617872724535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6696679316797,0.0,19.992562645347235,0.0,0.0,0.0,0.0,Cogain
TCGA-B6-A0RS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-B6-A1KI,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0.0,29.62962962962963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.55134074558535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-AR-A250,0,36,35,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,24.489795918367346,20.40937760323694,0.0,0.0,0.0,39.604130963828155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-AR-A255,8,16,0,0,0,31,0,0,0,0,0,0,0,12,0,0,39,0,0,0,0,0,0,0,0,7.547169811320755,14.091060152874709,0.0,0.0,0.0,24.28739415196841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.898601746618252,0.0,0.0,24.40180754166996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-AN-A0XL,20,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,39.21568627450981,21.060638991523582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.783965026982202,0.0,0.0,0.0,Cogain
TCGA-AN-A04C,0,52,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0.0,21.05263157894737,0.0,0.0,0.0,0.0,45.14038876889848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.627601891578667,0.0,0.0,0.0,0.0,Cogain
TCGA-BH-A0C7,0,42,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0.0,36.206896551724135,0.0,0.0,22.99501585863163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.26003099135966,0.0,0.0,0.0,0.0,Cogain
